codpot,agebsq,date
A097,315.875,2025-07-05
A096,900.4583,2025-07-05
A095,639.875,2025-07-05
A094,892.4583,2025-07-05
A093,154.5,2025-07-05
A092,1150.5417,2025-07-05
A091,232.4583,2025-07-05
A090,913.7917,2025-07-05
A089,120.5,2025-07-05
A088,390.5833,2025-07-05
A087,885.8333,2025-07-05
A086,1385.875,2025-07-05
A085,282.5833,2025-07-05
A084,1739.875,2025-07-05
A083,1566.5,2025-07-05
A082,1115.8333,2025-07-05
A081,1336.5,2025-07-05
A080,140.5,2025-07-05
A079,1111.75,2025-07-05
A078,1538.5,2025-07-05
A077,96.5417,2025-07-05
A076,1714.5,2025-07-05
A075,464.4583,2025-07-05
A074,838.875,2025-07-05
A073,562.4583,2025-07-05
A072,37.9167,2025-07-05
A071,1399.9167,2025-07-05
A070,1503.875,2025-07-05
A069,1103.875,2025-07-05
A068,272.5833,2025-07-05
A067,1085.7917,2025-07-05
A066,680.875,2025-07-05
A065,177.5,2025-07-05
A064,769.5417,2025-07-05
A063,720.875,2025-07-05
A062,672.9583,2025-07-05
A061,378.875,2025-07-05
A060,518.8333,2025-07-05
A059,623.5417,2025-07-05
A058,159.4583,2025-07-05
A057,792.8333,2025-07-05
A056,257.5833,2025-07-05
A055,422.9167,2025-07-05
A054,752.7917,2025-07-05
A053,358.875,2025-07-05
A052,840.7917,2025-07-05
A051,1630.7917,2025-07-05
A050,1595.5,2025-07-05
A049,246.8333,2025-07-05
A048,1600.8333,2025-07-05
A047,1758.875,2025-07-05
A046,777.5833,2025-07-05
A045,825.5833,2025-07-05
A044,1678.7917,2025-07-05
A043,1144.8333,2025-07-05
A042,439.4583,2025-07-05
A041,1951.4583,2025-07-05
A040,57.5417,2025-07-05
A039,818.8333,2025-07-05
A038,496.8333,2025-07-05
A037,455.5417,2025-07-05
A036,398.875,2025-07-05
A035,1392.9167,2025-07-05
A034,447.5417,2025-07-05
A033,428.875,2025-07-05
A032,525.5,2025-07-05
A031,296.8333,2025-07-05
A030,69.5417,2025-07-05
A029,1440.8333,2025-07-05
A028,384.875,2025-07-05
A027,510.8333,2025-07-05
A026,22.875,2025-07-05
A025,1850.8333,2025-07-05
A024,350.9167,2025-07-05
A023,169.5,2025-07-05
A022,107.5,2025-07-05
A021,479.4167,2025-07-05
A020,194.7917,2025-07-05
A019,209.5,2025-07-05
A018,1665.5,2025-07-05
A017,226.8333,2025-07-05
A016,9.5833,2025-07-05
A015,1152.8333,2025-07-05
A014,867.5,2025-07-05
A013,864.875,2025-07-05
A012,1810.9167,2025-07-05
A011,64.9167,2025-07-05
A010,408.875,2025-07-05
A009,813.5417,2025-07-05
A008,1559.5417,2025-07-05
A007,1357.5,2025-07-05
A006,433.625,2025-07-05
A005,534.8333,2025-07-05
A004,413.5417,2025-07-05
A003,461.5417,2025-07-05
A002,618.8333,2025-07-05
A001,366.9167,2025-07-05
B001,644.875,2025-07-06
B002,1484.875,2025-07-06
B003,302.7917,2025-07-06
B004,833.5833,2025-07-06
B005,851.5833,2025-07-06
B006,514.8333,2025-07-06
B007,1671.5417,2025-07-06
B008,861.5833,2025-07-06
B009,868.875,2025-07-06
B010,872.7917,2025-07-06
B011,100.7917,2025-07-06
B012,394.875,2025-07-06
B013,636.8333,2025-07-06
B014,500.75,2025-07-06
B015,1519.5833,2025-07-06
B016,76.875,2025-07-06
B017,1525.5,2025-07-06
B018,294.9167,2025-07-06
B019,1468.9167,2025-07-06
B020,469.5,2025-07-06
B021,223.5,2025-07-06
B022,541.4583,2025-07-06
B023,30.9583,2025-07-06
B024,816.875,2025-07-06
B025,1042.8333,2025-07-06
B026,344.875,2025-07-06
B027,615.4583,2025-07-06
B028,580.7917,2025-07-06
B029,1159.5417,2025-07-06
B030,1848.9167,2025-07-06
B031,1662.7917,2025-07-06
B032,485.5,2025-07-06
B033,150.7917,2025-07-06
B034,306.875,2025-07-06
B035,694.8333,2025-07-06
B036,712.8333,2025-07-06
B037,589.5,2025-07-06
B038,16.875,2025-07-06
B039,1351.5417,2025-07-06
B040,44.9167,2025-07-06
B041,330.875,2025-07-06
B042,452.9167,2025-07-06
B043,523.5,2025-07-06
B044,51.5417,2025-07-06
B045,1158.8333,2025-07-06
B046,1832.875,2025-07-06
B047,1617.4583,2025-07-06
B048,216.8333,2025-07-06
B049,405.5417,2025-07-06
B050,1637.5,2025-07-06
B051,748.8333,2025-07-06
B052,1121.0,2025-07-06
B053,85.5417,2025-07-06
B054,262.9167,2025-07-06
B055,1126.8333,2025-07-06
B056,6.9167,2025-07-06
B057,876.8333,2025-07-06
B058,609.5,2025-07-06
B059,762.9167,2025-07-06
B060,1687.5,2025-07-06
B061,185.4583,2025-07-06
B062,1581.4583,2025-07-06
B063,702.8333,2025-07-06
B064,530.75,2025-07-06
B065,630.875,2025-07-06
B066,598.8333,2025-07-06
B067,794.5417,2025-07-06
B068,765.8333,2025-07-06
B069,886.4583,2025-07-06
B070,914.7917,2025-07-06
B071,244.4583,2025-07-06
B072,967.2083,2025-07-06
B073,757.7917,2025-07-06
B074,783.8333,2025-07-06
B075,829.875,2025-07-06
B076,830.5,2025-07-06
B077,837.7917,2025-07-06
B078,1278.2083,2025-07-06
B079,1428.125,2025-07-06
B080,1623.4167,2025-07-06
B081,1377.125,2025-07-06
B082,373.8333,2025-07-06
B083,337.875,2025-07-06
B084,806.625,2025-07-06
B085,1332.5,2025-07-06
B086,847.875,2025-07-06
B087,853.8333,2025-07-06
B088,856.5,2025-07-06
B089,238.5417,2025-07-06
B090,883.8333,2025-07-06
B091,886.5,2025-07-06
B092,1455.875,2025-07-06
B093,1728.5,2025-07-06
B094,595.7917,2025-07-06
B095,1131.9167,2025-07-06
B096,864.5,2025-07-06
B097,1427.875,2025-07-06
B098,253.8333,2025-07-06
B099,1315.875,2025-07-06
B100,1158.5417,2025-07-06
B101,267.8333,2025-07-06
B102,1152.5,2025-07-06
B103,876.5,2025-07-06
B104,892.5417,2025-07-06
B105,1363.875,2025-07-06
B106,114.4583,2025-07-06
B107,1588.5,2025-07-06
B108,476.4583,2025-07-06
B109,879.8333,2025-07-06
B110,1769.1667,2025-07-06
B111,134.5,2025-07-06
B112,651.875,2025-07-06
B113,506.4583,2025-07-06
B114,769.9167,2025-07-06
B115,,2025-07-06
B116,1489.8333,2025-07-06
B117,126.5,2025-07-06
B118,584.4583,2025-07-06
B119,1146.5417,2025-07-06
B120,893.8333,2025-07-06
B121,872.4583,2025-07-06
B122,147.8333,2025-07-06
B123,1302.5,2025-07-06
B124,665.8333,2025-07-06
B125,901.875,2025-07-06
B126,572.5,2025-07-06
B127,491.7917,2025-07-06
B128,914.5,2025-07-06
B129,913.8333,2025-07-06
B130,907.7917,2025-07-06
B131,906.4583,2025-07-06
B132,80.5,2025-07-06
A132,913.4583,2025-07-06
A131,1096.8333,2025-07-06
A130,1648.875,2025-07-06
A129,288.875,2025-07-06
A128,545.5,2025-07-06
A127,1481.7917,2025-07-06
A126,820.9167,2025-07-06
A125,730.875,2025-07-06
A124,1536.7083,2025-07-06
A123,1111.0,2025-07-06
A122,556.8333,2025-07-06
A121,906.875,2025-07-06
A120,1136.8333,2025-07-06
A119,1152.875,2025-07-06
A118,1052.875,2025-07-06
A117,205.4583,2025-07-06
A116,163.5,2025-07-06
A115,658.875,2025-07-06
A114,276.8333,2025-07-06
A113,1836.875,2025-07-06
A112,1531.5,2025-07-06
A111,1772.875,2025-07-06
A110,1145.5417,2025-07-06
A109,1293.7917,2025-07-06
A108,858.8333,2025-07-06
A107,742.8333,2025-07-06
A106,907.4167,2025-07-06
A105,1243.2083,2025-07-06
A104,1053.5417,2025-07-06
A103,1594.0417,2025-07-06
A102,786.875,2025-07-06
A101,736.8333,2025-07-06
A100,900.8333,2025-07-06
A099,174.7917,2025-07-06
A098,837.5,2025-07-06
A097,316.875,2025-07-06
A096,901.4583,2025-07-06
A095,640.875,2025-07-06
A094,893.4583,2025-07-06
A093,155.5,2025-07-06
A092,1151.5417,2025-07-06
A091,233.4583,2025-07-06
A090,914.7917,2025-07-06
A089,121.5,2025-07-06
A088,391.5833,2025-07-06
A087,886.8333,2025-07-06
A086,1386.875,2025-07-06
A085,283.5833,2025-07-06
A084,1740.875,2025-07-06
A083,1567.5,2025-07-06
A082,1116.8333,2025-07-06
A081,1337.5,2025-07-06
A080,141.5,2025-07-06
A079,1112.75,2025-07-06
A078,1539.5,2025-07-06
A077,97.5417,2025-07-06
A076,1715.5,2025-07-06
A075,465.4583,2025-07-06
A074,839.875,2025-07-06
A073,563.4583,2025-07-06
A072,38.9167,2025-07-06
A071,1400.9167,2025-07-06
A070,1504.875,2025-07-06
A069,1104.875,2025-07-06
A068,273.5833,2025-07-06
A067,1086.7917,2025-07-06
A066,681.875,2025-07-06
A065,178.5,2025-07-06
A064,770.5417,2025-07-06
A063,721.875,2025-07-06
A062,673.9583,2025-07-06
A061,379.875,2025-07-06
A060,519.8333,2025-07-06
A059,624.5417,2025-07-06
A058,160.4583,2025-07-06
A057,793.8333,2025-07-06
A056,258.5833,2025-07-06
A055,423.9167,2025-07-06
A054,753.7917,2025-07-06
A053,359.875,2025-07-06
A052,841.7917,2025-07-06
A051,1631.7917,2025-07-06
A050,1596.5,2025-07-06
A049,247.8333,2025-07-06
A048,1601.8333,2025-07-06
A047,1759.875,2025-07-06
A046,778.5833,2025-07-06
A045,826.5833,2025-07-06
A044,1679.7917,2025-07-06
A043,1145.8333,2025-07-06
A042,440.4583,2025-07-06
A041,1952.4583,2025-07-06
A040,58.5417,2025-07-06
A039,819.8333,2025-07-06
A038,497.8333,2025-07-06
A037,456.5417,2025-07-06
A036,399.875,2025-07-06
A035,1393.9167,2025-07-06
A034,448.5417,2025-07-06
A033,429.875,2025-07-06
A032,526.5,2025-07-06
A031,297.8333,2025-07-06
A030,70.5417,2025-07-06
A029,1441.8333,2025-07-06
A028,385.875,2025-07-06
A027,511.8333,2025-07-06
A026,23.875,2025-07-06
A025,1851.8333,2025-07-06
A024,351.9167,2025-07-06
A023,170.5,2025-07-06
A022,108.5,2025-07-06
A021,480.4167,2025-07-06
A020,195.7917,2025-07-06
A019,210.5,2025-07-06
A018,1666.5,2025-07-06
A017,227.8333,2025-07-06
A016,10.5833,2025-07-06
A015,1153.8333,2025-07-06
A014,868.5,2025-07-06
A013,865.875,2025-07-06
A012,1811.9167,2025-07-06
A011,65.9167,2025-07-06
A010,409.875,2025-07-06
A009,814.5417,2025-07-06
A008,1560.5417,2025-07-06
A007,1358.5,2025-07-06
A006,434.625,2025-07-06
A005,535.8333,2025-07-06
A004,414.5417,2025-07-06
A003,462.5417,2025-07-06
A002,619.8333,2025-07-06
A001,367.9167,2025-07-06
B001,645.875,2025-07-07
B002,1485.875,2025-07-07
B003,303.7917,2025-07-07
B004,834.5833,2025-07-07
B005,852.5833,2025-07-07
B006,515.8333,2025-07-07
B007,1672.5417,2025-07-07
B008,862.5833,2025-07-07
B009,869.875,2025-07-07
B010,873.7917,2025-07-07
B011,101.7917,2025-07-07
B012,395.875,2025-07-07
B013,637.8333,2025-07-07
B014,501.75,2025-07-07
B015,1520.5833,2025-07-07
B016,77.875,2025-07-07
B017,1526.5,2025-07-07
B018,295.9167,2025-07-07
B019,1469.9167,2025-07-07
B020,470.5,2025-07-07
B021,224.5,2025-07-07
B022,542.4583,2025-07-07
B023,31.9583,2025-07-07
B024,817.875,2025-07-07
B025,1043.8333,2025-07-07
B026,345.875,2025-07-07
B027,616.4583,2025-07-07
B028,581.7917,2025-07-07
B029,1160.5417,2025-07-07
B030,1849.9167,2025-07-07
B031,1663.7917,2025-07-07
B032,486.5,2025-07-07
B033,151.7917,2025-07-07
B034,307.875,2025-07-07
B035,695.8333,2025-07-07
B036,713.8333,2025-07-07
B037,590.5,2025-07-07
B038,17.875,2025-07-07
B039,1352.5417,2025-07-07
B040,45.9167,2025-07-07
B041,331.875,2025-07-07
B042,453.9167,2025-07-07
B043,524.5,2025-07-07
B044,52.5417,2025-07-07
B045,1159.8333,2025-07-07
B046,1833.875,2025-07-07
B047,1618.4583,2025-07-07
B048,217.7917,2025-07-07
B049,406.5417,2025-07-07
B050,1638.5,2025-07-07
B051,749.8333,2025-07-07
B052,1122.0,2025-07-07
B053,86.5417,2025-07-07
B054,263.9167,2025-07-07
B055,1127.8333,2025-07-07
B056,7.9167,2025-07-07
B057,877.8333,2025-07-07
B058,610.5,2025-07-07
B059,763.9167,2025-07-07
B060,1688.5,2025-07-07
B061,186.4167,2025-07-07
B062,1582.4583,2025-07-07
B063,703.8333,2025-07-07
B064,531.75,2025-07-07
B065,631.875,2025-07-07
B066,599.8333,2025-07-07
B067,795.5417,2025-07-07
B068,766.8333,2025-07-07
B069,886.4583,2025-07-07
B070,915.7917,2025-07-07
B071,245.4167,2025-07-07
B072,968.2083,2025-07-07
B073,758.7917,2025-07-07
B074,784.8333,2025-07-07
B075,830.875,2025-07-07
B076,831.5,2025-07-07
B077,838.7917,2025-07-07
B078,1279.2083,2025-07-07
B079,1429.125,2025-07-07
B080,1624.4167,2025-07-07
B081,1378.125,2025-07-07
B082,374.7917,2025-07-07
B083,338.875,2025-07-07
B084,807.625,2025-07-07
B085,1333.5,2025-07-07
B086,848.875,2025-07-07
B087,854.8333,2025-07-07
B088,857.5,2025-07-07
B089,239.5417,2025-07-07
B090,884.8333,2025-07-07
B091,887.5,2025-07-07
B092,1456.875,2025-07-07
B093,1729.5,2025-07-07
B094,596.7917,2025-07-07
B095,1132.9167,2025-07-07
B096,865.5,2025-07-07
B097,1428.875,2025-07-07
B098,254.7917,2025-07-07
B099,1316.875,2025-07-07
B100,1159.5417,2025-07-07
B101,268.7917,2025-07-07
B102,1153.5,2025-07-07
B103,877.5,2025-07-07
B104,893.5417,2025-07-07
B105,1364.875,2025-07-07
B106,115.4167,2025-07-07
B107,1589.5,2025-07-07
B108,477.4583,2025-07-07
B109,880.8333,2025-07-07
B110,1770.1667,2025-07-07
B111,135.5,2025-07-07
B112,652.875,2025-07-07
B113,507.4583,2025-07-07
B114,770.9167,2025-07-07
B115,0.8333,2025-07-07
B116,1490.8333,2025-07-07
B117,127.5,2025-07-07
B118,585.4583,2025-07-07
B119,1147.5417,2025-07-07
B120,894.8333,2025-07-07
B121,873.4583,2025-07-07
B122,148.7917,2025-07-07
B123,1303.5,2025-07-07
B124,666.8333,2025-07-07
B125,902.875,2025-07-07
B126,573.5,2025-07-07
B127,492.7917,2025-07-07
B128,915.5,2025-07-07
B129,914.8333,2025-07-07
B130,908.7917,2025-07-07
B131,907.4583,2025-07-07
B132,81.5,2025-07-07
A132,914.4583,2025-07-07
A131,1097.8333,2025-07-07
A130,1649.875,2025-07-07
A129,289.875,2025-07-07
A128,546.5,2025-07-07
A127,1482.7917,2025-07-07
A126,821.9167,2025-07-07
A125,731.875,2025-07-07
A124,1537.7083,2025-07-07
A123,1112.0,2025-07-07
A122,557.8333,2025-07-07
A121,907.875,2025-07-07
A120,1137.8333,2025-07-07
A119,1153.875,2025-07-07
A118,1053.875,2025-07-07
A117,206.4167,2025-07-07
A116,164.5,2025-07-07
A115,659.875,2025-07-07
A114,277.8333,2025-07-07
A113,1837.875,2025-07-07
A112,1532.5,2025-07-07
A111,1773.875,2025-07-07
A110,1146.5417,2025-07-07
A109,1294.7917,2025-07-07
A108,859.8333,2025-07-07
A107,743.8333,2025-07-07
A106,908.4167,2025-07-07
A105,1244.2083,2025-07-07
A104,1054.5417,2025-07-07
A103,1595.0417,2025-07-07
A102,787.875,2025-07-07
A101,737.8333,2025-07-07
A100,901.8333,2025-07-07
A099,175.7917,2025-07-07
A098,838.5,2025-07-07
A097,317.875,2025-07-07
A096,902.4583,2025-07-07
A095,641.875,2025-07-07
A094,894.4583,2025-07-07
A093,156.5,2025-07-07
A092,1152.5417,2025-07-07
A091,234.4583,2025-07-07
A090,915.7917,2025-07-07
A089,122.5,2025-07-07
A088,392.5833,2025-07-07
A087,887.8333,2025-07-07
A086,1387.875,2025-07-07
A085,284.5833,2025-07-07
A084,1741.875,2025-07-07
A083,1568.5,2025-07-07
A082,1117.8333,2025-07-07
A081,1338.5,2025-07-07
A080,142.5,2025-07-07
A079,1113.75,2025-07-07
A078,1540.5,2025-07-07
A077,98.5417,2025-07-07
A076,1716.5,2025-07-07
A075,466.4583,2025-07-07
A074,840.875,2025-07-07
A073,564.4583,2025-07-07
A072,39.9167,2025-07-07
A071,1401.9167,2025-07-07
A070,1505.875,2025-07-07
A069,1105.875,2025-07-07
A068,274.5833,2025-07-07
A067,1087.7917,2025-07-07
A066,682.875,2025-07-07
A065,179.5,2025-07-07
A064,771.5417,2025-07-07
A063,722.875,2025-07-07
A062,674.9583,2025-07-07
A061,380.875,2025-07-07
A060,520.8333,2025-07-07
A059,625.5417,2025-07-07
A058,161.4583,2025-07-07
A057,794.8333,2025-07-07
A056,259.5833,2025-07-07
A055,424.9167,2025-07-07
A054,754.7917,2025-07-07
A053,360.875,2025-07-07
A052,842.7917,2025-07-07
A051,1632.7917,2025-07-07
A050,1597.5,2025-07-07
A049,248.8333,2025-07-07
A048,1602.8333,2025-07-07
A047,1760.875,2025-07-07
A046,779.5833,2025-07-07
A045,827.5833,2025-07-07
A044,1680.7917,2025-07-07
A043,1146.8333,2025-07-07
A042,441.4583,2025-07-07
A041,1953.4583,2025-07-07
A040,59.5417,2025-07-07
A039,820.8333,2025-07-07
A038,498.8333,2025-07-07
A037,457.5417,2025-07-07
A036,400.875,2025-07-07
A035,1394.9167,2025-07-07
A034,449.5417,2025-07-07
A033,430.875,2025-07-07
A032,527.5,2025-07-07
A031,298.8333,2025-07-07
A030,71.5417,2025-07-07
A029,1442.8333,2025-07-07
A028,386.875,2025-07-07
A027,512.8333,2025-07-07
A026,24.875,2025-07-07
A025,1852.8333,2025-07-07
A024,352.9167,2025-07-07
A023,171.5,2025-07-07
A022,109.5,2025-07-07
A021,481.4167,2025-07-07
A020,196.7917,2025-07-07
A019,211.5,2025-07-07
A018,1667.5,2025-07-07
A017,228.8333,2025-07-07
A016,11.5833,2025-07-07
A015,1154.8333,2025-07-07
A014,869.5,2025-07-07
A013,866.875,2025-07-07
A012,1812.9167,2025-07-07
A011,66.9167,2025-07-07
A010,410.875,2025-07-07
A009,815.5417,2025-07-07
A008,1561.5417,2025-07-07
A007,1359.5,2025-07-07
A006,435.625,2025-07-07
A005,536.8333,2025-07-07
A004,415.5417,2025-07-07
A003,463.5417,2025-07-07
A002,620.8333,2025-07-07
A001,368.9167,2025-07-07
B001,646.875,2025-07-08
B002,1486.875,2025-07-08
B003,304.7917,2025-07-08
B004,835.5833,2025-07-08
B005,853.5833,2025-07-08
B006,516.8333,2025-07-08
B007,1673.5417,2025-07-08
B008,863.5833,2025-07-08
B009,870.875,2025-07-08
B010,874.7917,2025-07-08
B011,102.7917,2025-07-08
B012,396.875,2025-07-08
B013,638.8333,2025-07-08
B014,502.75,2025-07-08
B015,1521.5833,2025-07-08
B016,78.875,2025-07-08
B017,1527.5,2025-07-08
B018,296.9167,2025-07-08
B019,1470.9167,2025-07-08
B020,471.5,2025-07-08
B021,225.5,2025-07-08
B022,543.4583,2025-07-08
B023,32.9583,2025-07-08
B024,818.875,2025-07-08
B025,1044.8333,2025-07-08
B026,346.875,2025-07-08
B027,617.4583,2025-07-08
B028,582.7917,2025-07-08
B029,1161.5417,2025-07-08
B030,1850.9167,2025-07-08
B031,1664.7917,2025-07-08
B032,487.5,2025-07-08
B033,152.7917,2025-07-08
B034,308.875,2025-07-08
B035,696.8333,2025-07-08
B036,714.8333,2025-07-08
B037,591.5,2025-07-08
B038,18.875,2025-07-08
B039,1353.5417,2025-07-08
B040,46.9167,2025-07-08
B041,332.875,2025-07-08
B042,454.9167,2025-07-08
B043,525.5,2025-07-08
B044,53.5417,2025-07-08
B045,1160.8333,2025-07-08
B046,1834.875,2025-07-08
B047,1619.4583,2025-07-08
B048,218.8333,2025-07-08
B049,407.5417,2025-07-08
B050,1639.5,2025-07-08
B051,750.8333,2025-07-08
B052,1123.0,2025-07-08
B053,87.5417,2025-07-08
B054,264.9167,2025-07-08
B055,1128.8333,2025-07-08
B056,8.9167,2025-07-08
B057,878.8333,2025-07-08
B058,611.5,2025-07-08
B059,764.9167,2025-07-08
B060,1689.5,2025-07-08
B061,187.4583,2025-07-08
B062,1583.4583,2025-07-08
B063,704.8333,2025-07-08
B064,532.75,2025-07-08
B065,632.875,2025-07-08
B066,600.8333,2025-07-08
B067,796.5417,2025-07-08
B068,767.8333,2025-07-08
B069,,2025-07-08
B070,916.7917,2025-07-08
B071,246.4583,2025-07-08
B072,969.2083,2025-07-08
B073,759.7917,2025-07-08
B074,785.8333,2025-07-08
B075,831.875,2025-07-08
B076,832.5,2025-07-08
B077,839.7917,2025-07-08
B078,1280.2083,2025-07-08
B079,1430.125,2025-07-08
B080,1625.4167,2025-07-08
B081,1379.125,2025-07-08
B082,375.8333,2025-07-08
B083,339.875,2025-07-08
B084,808.625,2025-07-08
B085,1334.5,2025-07-08
B086,849.875,2025-07-08
B087,855.8333,2025-07-08
B088,858.5,2025-07-08
B089,240.5417,2025-07-08
B090,885.8333,2025-07-08
B091,888.5,2025-07-08
B092,1457.875,2025-07-08
B093,1730.5,2025-07-08
B094,597.7917,2025-07-08
B095,1133.9167,2025-07-08
B096,866.5,2025-07-08
B097,1429.875,2025-07-08
B098,255.8333,2025-07-08
B099,1317.875,2025-07-08
B100,1160.5417,2025-07-08
B101,269.8333,2025-07-08
B102,1154.5,2025-07-08
B103,878.5,2025-07-08
B104,894.5417,2025-07-08
B105,1365.875,2025-07-08
B106,116.4583,2025-07-08
B107,1590.5,2025-07-08
B108,478.4583,2025-07-08
B109,881.8333,2025-07-08
B110,1771.1667,2025-07-08
B111,136.5,2025-07-08
B112,653.875,2025-07-08
B113,508.4583,2025-07-08
B114,771.9167,2025-07-08
B115,1.8333,2025-07-08
B116,1491.8333,2025-07-08
B117,128.5,2025-07-08
B118,586.4583,2025-07-08
B119,1148.5417,2025-07-08
B120,895.8333,2025-07-08
B121,874.4583,2025-07-08
B122,149.8333,2025-07-08
B123,1304.5,2025-07-08
B124,667.8333,2025-07-08
B125,903.875,2025-07-08
B126,574.5,2025-07-08
B127,493.7917,2025-07-08
B128,916.5,2025-07-08
B129,915.8333,2025-07-08
B130,909.7917,2025-07-08
B131,908.4583,2025-07-08
B132,82.5,2025-07-08
A132,915.4583,2025-07-08
A131,1098.8333,2025-07-08
A130,1650.875,2025-07-08
A129,290.875,2025-07-08
A128,547.5,2025-07-08
A127,1483.7917,2025-07-08
A126,822.9167,2025-07-08
A125,732.875,2025-07-08
A124,1538.7083,2025-07-08
A123,1113.0,2025-07-08
A122,558.8333,2025-07-08
A121,908.875,2025-07-08
A120,1138.8333,2025-07-08
A119,1154.875,2025-07-08
A118,1054.875,2025-07-08
A117,207.4583,2025-07-08
A116,165.5,2025-07-08
A115,660.875,2025-07-08
A114,278.8333,2025-07-08
A113,1838.875,2025-07-08
A112,1533.5,2025-07-08
A111,1774.875,2025-07-08
A110,1147.5417,2025-07-08
A109,1295.7917,2025-07-08
A108,860.8333,2025-07-08
A107,744.8333,2025-07-08
A106,909.4167,2025-07-08
A105,1245.2083,2025-07-08
A104,1055.5417,2025-07-08
A103,1596.0417,2025-07-08
A102,788.875,2025-07-08
A101,738.8333,2025-07-08
A100,902.8333,2025-07-08
A099,176.7917,2025-07-08
A098,839.5,2025-07-08
A097,318.875,2025-07-08
A096,903.4583,2025-07-08
A095,642.875,2025-07-08
A094,895.4583,2025-07-08
A093,157.5,2025-07-08
A092,1153.5417,2025-07-08
A091,235.4583,2025-07-08
A090,916.7917,2025-07-08
A089,123.5,2025-07-08
A088,393.5833,2025-07-08
A087,888.8333,2025-07-08
A086,1388.875,2025-07-08
A085,285.5833,2025-07-08
A084,1742.875,2025-07-08
A083,1569.5,2025-07-08
A082,1118.8333,2025-07-08
A081,1339.5,2025-07-08
A080,143.5,2025-07-08
A079,1114.75,2025-07-08
A078,1541.5,2025-07-08
A077,99.5417,2025-07-08
A076,1717.5,2025-07-08
A075,467.4583,2025-07-08
A074,841.875,2025-07-08
A073,565.4583,2025-07-08
A072,40.9167,2025-07-08
A071,1402.9167,2025-07-08
A070,1506.875,2025-07-08
A069,1106.875,2025-07-08
A068,275.5833,2025-07-08
A067,1088.7917,2025-07-08
A066,683.875,2025-07-08
A065,180.5,2025-07-08
A064,772.5417,2025-07-08
A063,723.875,2025-07-08
A062,675.9583,2025-07-08
A061,381.875,2025-07-08
A060,521.8333,2025-07-08
A059,626.5417,2025-07-08
A058,162.4583,2025-07-08
A057,795.8333,2025-07-08
A056,260.5833,2025-07-08
A055,425.9167,2025-07-08
A054,755.7917,2025-07-08
A053,361.875,2025-07-08
A052,843.7917,2025-07-08
A051,1633.7917,2025-07-08
A050,1598.5,2025-07-08
A049,249.8333,2025-07-08
A048,1603.8333,2025-07-08
A047,1761.875,2025-07-08
A046,780.5833,2025-07-08
A045,828.5833,2025-07-08
A044,1681.7917,2025-07-08
A043,1147.8333,2025-07-08
A042,442.4583,2025-07-08
A041,1954.4583,2025-07-08
A040,60.5417,2025-07-08
A039,821.8333,2025-07-08
A038,499.8333,2025-07-08
A037,458.5417,2025-07-08
A036,401.875,2025-07-08
A035,1395.9167,2025-07-08
A034,450.5417,2025-07-08
A033,431.875,2025-07-08
A032,528.5,2025-07-08
A031,299.8333,2025-07-08
A030,72.5417,2025-07-08
A029,1443.8333,2025-07-08
A028,387.875,2025-07-08
A027,513.8333,2025-07-08
A026,25.875,2025-07-08
A025,1853.8333,2025-07-08
A024,353.9167,2025-07-08
A023,172.5,2025-07-08
A022,110.5,2025-07-08
A021,482.4167,2025-07-08
A020,197.7917,2025-07-08
A019,212.5,2025-07-08
A018,1668.5,2025-07-08
A017,229.8333,2025-07-08
A016,12.5833,2025-07-08
A015,1155.8333,2025-07-08
A014,870.5,2025-07-08
A013,867.875,2025-07-08
A012,1813.9167,2025-07-08
A011,67.9167,2025-07-08
A010,411.875,2025-07-08
A009,816.5417,2025-07-08
A008,1562.5417,2025-07-08
A007,1360.5,2025-07-08
A006,436.625,2025-07-08
A005,537.8333,2025-07-08
A004,416.5417,2025-07-08
A003,464.5417,2025-07-08
A002,621.8333,2025-07-08
A001,369.9167,2025-07-08
B001,647.875,2025-07-09
B002,1487.875,2025-07-09
B003,305.7917,2025-07-09
B004,836.5833,2025-07-09
B005,854.5833,2025-07-09
B006,517.8333,2025-07-09
B007,1674.5417,2025-07-09
B008,864.5833,2025-07-09
B009,871.875,2025-07-09
B010,875.7917,2025-07-09
B011,103.7917,2025-07-09
B012,397.875,2025-07-09
B013,639.8333,2025-07-09
B014,503.75,2025-07-09
B015,1522.5833,2025-07-09
B016,79.875,2025-07-09
B017,1528.5,2025-07-09
B018,297.9167,2025-07-09
B019,1471.9167,2025-07-09
B020,472.5,2025-07-09
B021,226.5,2025-07-09
B022,544.4583,2025-07-09
B023,33.9583,2025-07-09
B024,819.875,2025-07-09
B025,1045.8333,2025-07-09
B026,347.875,2025-07-09
B027,618.4583,2025-07-09
B028,583.7917,2025-07-09
B029,1162.5417,2025-07-09
B030,1851.9167,2025-07-09
B031,1665.7917,2025-07-09
B032,488.5,2025-07-09
B033,153.7917,2025-07-09
B034,309.875,2025-07-09
B035,697.8333,2025-07-09
B036,715.8333,2025-07-09
B037,592.5,2025-07-09
B038,19.875,2025-07-09
B039,1354.5417,2025-07-09
B040,47.9167,2025-07-09
B041,333.875,2025-07-09
B042,455.9167,2025-07-09
B043,526.5,2025-07-09
B044,54.5417,2025-07-09
B045,1161.8333,2025-07-09
B046,1835.875,2025-07-09
B047,1620.4583,2025-07-09
B048,219.8333,2025-07-09
B049,408.5417,2025-07-09
